error_category,pair_index,mean,std,median,n_contexts
calculation_error_easily_solved_by_a_calculator,30,0.03633462068965512,0.02925106678366377,0.0274379999999999,87
extra_quantity_or_missing_quantity,1,0.4174050752712718,0.2724659859001186,0.4486438395172826,167
extra_quantity_or_missing_quantity,2,0.31493244192547604,0.24651381244494033,0.299066772219137,167
extra_quantity_or_missing_quantity,3,0.2670313821173031,0.22889993820961058,0.2412523032779264,167
extra_quantity_or_missing_quantity,4,0.23697355306834708,0.21493289464733142,0.189155415867747,167
extra_quantity_or_missing_quantity,5,0.21101052278151183,0.2049825603753171,0.1501738002568406,167
extra_quantity_or_missing_quantity,6,0.19045314945464603,0.19556018575366074,0.1137637700623906,167
extra_quantity_or_missing_quantity,7,0.16982364335245473,0.1809302082875315,0.0961547018971711,167
extra_quantity_or_missing_quantity,8,0.1521398735846272,0.16873450057208225,0.0894505970672624,167
extra_quantity_or_missing_quantity,9,0.14010725207895744,0.15808151080643534,0.0793720931845718,167
extra_quantity_or_missing_quantity,10,0.12271198919799733,0.13888364046173837,0.0749040069037762,167
extra_quantity_or_missing_quantity,11,0.1092950428788777,0.1215783280131324,0.0667429836076332,167
extra_quantity_or_missing_quantity,12,0.09772638735789976,0.11060824595088244,0.0579784628990391,167
extra_quantity_or_missing_quantity,13,0.08583074564954421,0.09613163457148274,0.0565469680768713,167
extra_quantity_or_missing_quantity,14,0.07665745021215263,0.08647204465108985,0.0519238507345516,167
extra_quantity_or_missing_quantity,15,0.06830085669392102,0.07753348218850582,0.0470351553021506,167
extra_quantity_or_missing_quantity,16,0.061042989357706696,0.06835037990544872,0.0435211609162543,167
extra_quantity_or_missing_quantity,17,0.05535221380980839,0.06280270757531119,0.0415466104412779,167
extra_quantity_or_missing_quantity,18,0.04963966384257304,0.056200868044107774,0.0355632070750033,167
extra_quantity_or_missing_quantity,19,0.04503215355750908,0.0516975116442236,0.0339972834336715,167
extra_quantity_or_missing_quantity,20,0.04057978859274202,0.045806301710390955,0.0319046156163755,167
extra_quantity_or_missing_quantity,21,0.03703266783520621,0.042278319336661645,0.0287717894731085,167
extra_quantity_or_missing_quantity,22,0.032904732577004416,0.03656821000183764,0.0250348770490458,167
extra_quantity_or_missing_quantity,23,0.028963687075756302,0.0321675154728172,0.0218838226913789,167
extra_quantity_or_missing_quantity,24,0.025752231980514642,0.028384179947976255,0.0201033179470836,167
extra_quantity_or_missing_quantity,25,0.022841948429988976,0.025477352795887684,0.0184495763614027,167
extra_quantity_or_missing_quantity,26,0.020279940554223184,0.02323625116353756,0.0158033157903372,167
extra_quantity_or_missing_quantity,27,0.018037947432964954,0.020864244220998165,0.0136809322683175,167
extra_quantity_or_missing_quantity,28,0.015970131470642322,0.01896192985808413,0.011734432271052,167
extra_quantity_or_missing_quantity,29,0.0139612459432155,0.016852856851725887,0.0101587942201383,167
extra_quantity_or_missing_quantity,30,0.011640413762534453,0.013551687108796664,0.0086042169971307,167
missing_wrong_factual_knowledge,1,0.36570523430015056,0.2058002694984958,0.3522731642408632,97
missing_wrong_factual_knowledge,2,0.2968676256658552,0.20852969845378141,0.2515377599905365,97
missing_wrong_factual_knowledge,3,0.256881390490842,0.1946947266820217,0.1961911134649183,97
missing_wrong_factual_knowledge,4,0.23307260920987077,0.18617582540757738,0.1692036591999706,97
missing_wrong_factual_knowledge,5,0.2127086942710165,0.17586090002834248,0.1497842850420499,97
missing_wrong_factual_knowledge,6,0.18726866613485788,0.16188196720137057,0.1381907775366523,97
missing_wrong_factual_knowledge,7,0.17143460310833553,0.1569613510908231,0.1157064975827131,97
missing_wrong_factual_knowledge,8,0.14349023094399882,0.1336938033108938,0.0901308732172094,97
missing_wrong_factual_knowledge,9,0.12958947665721016,0.1252282378088347,0.082180463917638,97
missing_wrong_factual_knowledge,10,0.1140581762975173,0.11413028316645611,0.0768321174996483,97
missing_wrong_factual_knowledge,11,0.10225799019562247,0.10790075120468656,0.0600632145084889,97
missing_wrong_factual_knowledge,12,0.0915703047720487,0.09506067955585813,0.0540992078828704,97
missing_wrong_factual_knowledge,13,0.07768911282824757,0.070059266038998,0.0513503451739425,97
missing_wrong_factual_knowledge,14,0.06887736083567413,0.060538735257347175,0.0472941230590748,97
missing_wrong_factual_knowledge,15,0.05918551680258189,0.04360062963477508,0.0437933167281102,97
missing_wrong_factual_knowledge,16,0.05384080360075741,0.038197049519236366,0.0415119219063452,97
missing_wrong_factual_knowledge,17,0.04963924181711887,0.034425631147350706,0.0379706802644772,97
missing_wrong_factual_knowledge,18,0.04587425568616728,0.03244078827791192,0.0360667254675734,97
missing_wrong_factual_knowledge,19,0.04177099124691834,0.029937655676825464,0.0322933300670179,97
missing_wrong_factual_knowledge,20,0.038309759815955004,0.027429759368361967,0.028799693238906,97
missing_wrong_factual_knowledge,21,0.03462912774201465,0.02431962833763125,0.0277020539268776,97
missing_wrong_factual_knowledge,22,0.031651969651181604,0.02224395588914674,0.0242406821849512,97
missing_wrong_factual_knowledge,23,0.028621433121995127,0.019486035687582153,0.02335431496579,97
missing_wrong_factual_knowledge,24,0.02611700534115286,0.018671062451815403,0.0209239055767255,97
missing_wrong_factual_knowledge,25,0.023641436596291105,0.01716599642149918,0.0191701557796812,97
missing_wrong_factual_knowledge,26,0.021156644893251166,0.01567927336616258,0.0171722584277741,97
missing_wrong_factual_knowledge,27,0.01890071141234912,0.013728233682739387,0.0148703666310129,97
missing_wrong_factual_knowledge,28,0.016533471799360447,0.012270641454306555,0.0125323800095518,97
missing_wrong_factual_knowledge,29,0.014540995319943115,0.01099447131792483,0.010731138153399,97
missing_wrong_factual_knowledge,30,0.012221112836145177,0.009610926916235534,0.0090698986378811,97
misunderstanding_of_a_question,1,0.03071481407035173,0.09038835372296634,0.008328,199
misunderstanding_of_a_question,2,0.007266804020100479,0.0084258188845678,0.004645,199
misunderstanding_of_a_question,3,0.004357040201005001,0.002846345741329366,0.0035139999999999,199
misunderstanding_of_a_question,4,0.0034973768844220863,0.0021809742039861192,0.002967,199
misunderstanding_of_a_question,5,0.002905336683417059,0.0014741289337586812,0.0025619999999999,199
misunderstanding_of_a_question,6,0.002566025125628112,0.0011628880472670724,0.002266,199
misunderstanding_of_a_question,7,0.0023035276381909277,0.0010218400159377565,0.0019939999999999,199
misunderstanding_of_a_question,8,0.0020946080402009723,0.0008666510646239522,0.001832,199
misunderstanding_of_a_question,9,0.0019104020100502237,0.0007826062771575806,0.001697,199
misunderstanding_of_a_question,10,0.0017729648241205744,0.0007307082794559674,0.001577,199
misunderstanding_of_a_question,11,0.0016309547738693137,0.0006690767745688864,0.001491,199
misunderstanding_of_a_question,12,0.0015048844221105236,0.0006295560899655156,0.001362,199
misunderstanding_of_a_question,13,0.0013851909547738348,0.0005816791730170605,0.001253,199
misunderstanding_of_a_question,14,0.0012887638190954476,0.000545825840334865,0.0011549999999999,199
misunderstanding_of_a_question,15,0.001201678391959766,0.000500907244670173,0.001083,199
misunderstanding_of_a_question,16,0.0011212663316582563,0.0004773773727167311,0.001014,199
misunderstanding_of_a_question,17,0.0010406984924622752,0.00044324128635203673,0.000938,199
misunderstanding_of_a_question,18,0.0009612160804019713,0.0004043596615659556,0.000874,199
misunderstanding_of_a_question,19,0.0008921356783919162,0.0003714863765510773,0.000804,199
misunderstanding_of_a_question,20,0.0008239849246230808,0.00034074297131247994,0.000745,199
misunderstanding_of_a_question,21,0.00076152261306529,0.0003196214747358704,0.0006939999999999,199
misunderstanding_of_a_question,22,0.000701185929648197,0.00030367972330480375,0.000637,199
misunderstanding_of_a_question,23,0.000639954773869301,0.00028344538419782824,0.0005819999999999,199
misunderstanding_of_a_question,24,0.0005791256281406608,0.00025537025861745405,0.000524,199
misunderstanding_of_a_question,25,0.0005169999999999548,0.00022128031949990626,0.000467,199
misunderstanding_of_a_question,26,0.00046170351758789696,0.00020672940772388894,0.00041,199
misunderstanding_of_a_question,27,0.00040663316582909703,0.00018128790402836297,0.000369,199
misunderstanding_of_a_question,28,0.0003588743718592467,0.0001666344796085936,0.000327,199
misunderstanding_of_a_question,29,0.0003098542713567412,0.00014919803756578272,0.0002799999999999,199
misunderstanding_of_a_question,30,0.00026101507537683923,0.0001323995513048492,0.0002299999999999,199
none_of_the_above,1,0.7065165907825262,0.15654955139196292,0.7376947732144843,60
none_of_the_above,2,0.6160628556185131,0.176812725968582,0.6661679179462626,60
none_of_the_above,3,0.5398971009097475,0.18244686092131848,0.5490178925220932,60
none_of_the_above,4,0.47791498379509506,0.19142266140992525,0.45915863996567896,60
none_of_the_above,5,0.4341082759261983,0.19177425493199746,0.37598795367580773,60
none_of_the_above,6,0.4008694539857779,0.18877855701793822,0.34986554337600295,60
none_of_the_above,7,0.36628176796183726,0.1750289091244792,0.3289215948927423,60
none_of_the_above,8,0.33831904604723223,0.1636707410362321,0.3151705209443111,60
none_of_the_above,9,0.30240056681343896,0.14677963946860048,0.29604342943506323,60
none_of_the_above,10,0.2789199459872257,0.13806964732433763,0.26994472622037624,60
none_of_the_above,11,0.2562623080513793,0.13042365537025827,0.22433138615497888,60
none_of_the_above,12,0.23483823432118334,0.12195410442281417,0.21580133998719375,60
none_of_the_above,13,0.2187140659613436,0.11320089391088156,0.19356019093347893,60
none_of_the_above,14,0.20375619726256386,0.10683438595818588,0.18748730000354286,60
none_of_the_above,15,0.19081465657063756,0.10170163606762804,0.17045534089172,60
none_of_the_above,16,0.1786420880907848,0.09567817274221542,0.15360103339078346,60
none_of_the_above,17,0.16631903490359135,0.08911805466966821,0.14508001616049634,60
none_of_the_above,18,0.15367897213470527,0.08248929734101333,0.1333644185541751,60
none_of_the_above,19,0.14236484442100023,0.0770079566429089,0.12736585392104735,60
none_of_the_above,20,0.13109328038134851,0.07164106735181028,0.11966687362144515,60
none_of_the_above,21,0.11927695470147753,0.06499648543890607,0.1037361302578429,60
none_of_the_above,22,0.10828684888584332,0.059555169062903854,0.09181377782417666,60
none_of_the_above,23,0.0991315601859921,0.05289906498123851,0.08445261904642579,60
none_of_the_above,24,0.08885191519792932,0.04779991497988702,0.0779340464983143,60
none_of_the_above,25,0.08153256914961705,0.04482001488190973,0.07226781500718746,60
none_of_the_above,26,0.07399315765956165,0.041493023884719475,0.06833519349065086,60
none_of_the_above,27,0.0633542632348241,0.035858537164423,0.053777017560816195,60
none_of_the_above,28,0.05637949031157297,0.0337148763255232,0.048868817807827356,60
none_of_the_above,29,0.04744053335566381,0.030798150186013097,0.040168724402465994,60
none_of_the_above,30,0.039711015923026595,0.025607807121245184,0.0320136718070782,60
reached_correct_solution_but_proceeded_further,1,0.4944334179322508,0.2547652400264366,0.5496388081666835,49
reached_correct_solution_but_proceeded_further,2,0.35753203414848467,0.2173575778676033,0.3120676122260153,49
reached_correct_solution_but_proceeded_further,3,0.27296548394514913,0.1986463984796733,0.2053342445115499,49
reached_correct_solution_but_proceeded_further,4,0.21982466123985048,0.17547929526946504,0.1556727405778526,49
reached_correct_solution_but_proceeded_further,5,0.19157219814902496,0.16026397554508737,0.1275759964669202,49
reached_correct_solution_but_proceeded_further,6,0.16765410925397473,0.15516225019594118,0.1062834114723736,49
reached_correct_solution_but_proceeded_further,7,0.14175409075425355,0.1439486339886948,0.0799011711931354,49
reached_correct_solution_but_proceeded_further,8,0.12855441448327473,0.13886655228337275,0.0766500281123424,49
reached_correct_solution_but_proceeded_further,9,0.11872562246261328,0.13604944546280212,0.0722752168656783,49
reached_correct_solution_but_proceeded_further,10,0.11032284880451253,0.13005160662556942,0.0661791644603212,49
reached_correct_solution_but_proceeded_further,11,0.10158389143022159,0.12160950054711261,0.0604853339414092,49
reached_correct_solution_but_proceeded_further,12,0.09509829830238282,0.11808332250797943,0.0573434820333839,49
reached_correct_solution_but_proceeded_further,13,0.08622816875007755,0.10183281653417768,0.0531328516970366,49
reached_correct_solution_but_proceeded_further,14,0.07963140355505682,0.09390365226636625,0.0510325590397767,49
reached_correct_solution_but_proceeded_further,15,0.07344843224098041,0.08589998130959246,0.0462047590782117,49
reached_correct_solution_but_proceeded_further,16,0.0624908673608091,0.06018626727044075,0.0420755876040343,49
reached_correct_solution_but_proceeded_further,17,0.05691683961260026,0.05189034497115541,0.0402215838300279,49
reached_correct_solution_but_proceeded_further,18,0.050675663492403544,0.042734182502016736,0.036677588662763,49
reached_correct_solution_but_proceeded_further,19,0.04686307333130094,0.038604166222845335,0.0333531648924745,49
reached_correct_solution_but_proceeded_further,20,0.044416005249034364,0.03764526515584252,0.0308998779921337,49
reached_correct_solution_but_proceeded_further,21,0.04027351024799054,0.03322689796086419,0.0291376487009776,49
reached_correct_solution_but_proceeded_further,22,0.0371662903226849,0.03151815633251978,0.0269295825080078,49
reached_correct_solution_but_proceeded_further,23,0.033108999450764114,0.02644407381581698,0.0241119163398398,49
reached_correct_solution_but_proceeded_further,24,0.030053143716663334,0.02437792799530307,0.0220305801618114,49
reached_correct_solution_but_proceeded_further,25,0.02737143313533926,0.0225790209243279,0.0197000072899276,49
reached_correct_solution_but_proceeded_further,26,0.023952898937906943,0.017733138650493266,0.0165335585419482,49
reached_correct_solution_but_proceeded_further,27,0.02150671352342271,0.015510699040233153,0.0153896432544473,49
reached_correct_solution_but_proceeded_further,28,0.01892977371590538,0.01386452397580477,0.0138881275965154,49
reached_correct_solution_but_proceeded_further,29,0.016197524574953187,0.011593028359007941,0.0114797447343126,49
reached_correct_solution_but_proceeded_further,30,0.013690643960846701,0.010176622975855617,0.0099464679769169,49
unit_conversion_error,1,0.47855960023402205,0.26649439342325343,0.5336230073909751,34
unit_conversion_error,2,0.38203729043701223,0.24762172178355338,0.3549212934577235,34
unit_conversion_error,3,0.3321277852237457,0.23656087986742957,0.25922732139026844,34
unit_conversion_error,4,0.30228464084807377,0.22520977118992627,0.2087787582702588,34
unit_conversion_error,5,0.2727019513571345,0.21029169609737494,0.18861509894261405,34
unit_conversion_error,6,0.2503833249252095,0.19355274695192573,0.17324460816027282,34
unit_conversion_error,7,0.23162576225438447,0.1822646883419146,0.16248470538952045,34
unit_conversion_error,8,0.21444637564505184,0.17372254037576035,0.1504515613986582,34
unit_conversion_error,9,0.1951008910549284,0.16217843639123428,0.12037401408461301,34
unit_conversion_error,10,0.17445784280009252,0.14196758330150588,0.10594357372117955,34
unit_conversion_error,11,0.1549018658227399,0.12642819477135636,0.095608109651135,34
unit_conversion_error,12,0.13417979166342797,0.10832072916662053,0.08369115036154035,34
unit_conversion_error,13,0.11686423365244808,0.09383290893549474,0.07533756073331199,34
unit_conversion_error,14,0.10057909277563667,0.08036864413855335,0.07394759424316605,34
unit_conversion_error,15,0.0903665298064863,0.0741902932384248,0.06400937276022245,34
unit_conversion_error,16,0.0814329566702343,0.06743196390949846,0.05867565512285785,34
unit_conversion_error,17,0.07178127586615281,0.05805225869170343,0.0497496312913597,34
unit_conversion_error,18,0.06567135512269927,0.05381029894105347,0.04680994829238855,34
unit_conversion_error,19,0.058909113952805355,0.05016555225732349,0.041380741911764954,34
unit_conversion_error,20,0.05422115688099832,0.04493545683932257,0.03905792122417795,34
unit_conversion_error,21,0.04972203318130281,0.04149340277173544,0.03692905920835085,34
unit_conversion_error,22,0.044551225064945826,0.03634656663876873,0.034306177316975606,34
unit_conversion_error,23,0.040899822809054104,0.03360326083775979,0.029527219315584947,34
unit_conversion_error,24,0.03559518080440606,0.028412328982041626,0.02617371189263485,34
unit_conversion_error,25,0.032550335437501486,0.026562096929906822,0.0236881291342988,34
unit_conversion_error,26,0.029011290825597207,0.021907877430354612,0.021865265316391498,34
unit_conversion_error,27,0.025554140171759138,0.020427041766444245,0.018705910333624252,34
unit_conversion_error,28,0.022832804182859056,0.018301310661839158,0.0162953188478415,34
unit_conversion_error,29,0.019115234302270145,0.01595869067807199,0.013742954017752801,34
unit_conversion_error,30,0.01679901843478384,0.015451630209870216,0.011502233690550551,34
