model,rho,error_category,n_pairs,share_of_subset_pct,chosen_focus,rejected_focus,shift_focus,chosen_generic,rejected_generic,shift_generic,chosen_probing,rejected_probing,shift_probing,chosen_telling,rejected_telling,shift_telling
dpo_01,0.1,calculation_error_easily_solved_by_a_calculator,242,12.474226804123711,0.9205719132231406,0.21848270661157024,0.7020892066115704,0.0017820702479338841,0.015445797520661157,-0.013663727272727274,0.05529395041322314,0.3026822727272727,-0.24738832231404959,0.02235205785123967,0.46338926859504137,-0.4410372107438017
dpo_01,0.1,extra_quantity_or_missing_quantity,469,24.175257731958762,0.3874304584221749,0.7982619957356077,-0.41083153731343286,0.008410332622601279,0.0021506034115138595,0.00625972921108742,0.10886836247334755,0.18828865884861407,-0.07942029637526651,0.4952908336886993,0.01129869936034115,0.48399213432835814
dpo_01,0.1,missing_wrong_factual_knowledge,271,13.969072164948454,0.3482869040590406,0.87758410701107,-0.5292972029520294,0.007225900369003691,0.009333535055350553,-0.002107634686346862,0.11025107749077491,0.10055846125461254,0.009692616236162369,0.5342361254612545,0.01252387453874539,0.5217122509225092
dpo_01,0.1,misunderstanding_of_a_question,557,28.711340206185568,0.39697356912028725,0.8828534829443447,-0.4858799138240575,0.014647800718132854,0.0013222082585278275,0.013325592459605027,0.25455325314183125,0.0892689461400359,0.16528430700179536,0.3338254308797127,0.02655537342908438,0.30727005745062835
dpo_01,0.1,none_of_the_above,168,8.65979381443299,0.9162072738095238,0.21910894642857145,0.6970983273809523,0.0017832499999999997,0.020313434523809522,-0.01853018452380952,0.05979795238095238,0.4788283809523809,-0.4190304285714285,0.02221147619047619,0.2817492738095238,-0.2595377976190476
dpo_01,0.1,reached_correct_solution_but_proceeded_further,137,7.061855670103093,0.3946114452554745,0.7590146423357664,-0.36440319708029195,0.012178722627737226,0.0025681021897810217,0.009610620437956205,0.11468141605839416,0.22660667153284672,-0.11192525547445256,0.47852843795620437,0.011810664233576643,0.46671777372262774
dpo_01,0.1,unit_conversion_error,96,4.948453608247423,0.33351603125,0.9078680104166666,-0.5743519791666667,0.008839031249999999,0.0019976041666666666,0.006841427083333332,0.09829396875,0.07588102083333333,0.022412947916666676,0.5593509791666668,0.014253458333333335,0.5450975208333334
dpo_03,0.3,calculation_error_easily_solved_by_a_calculator,727,12.474262182566918,0.9097596066024759,0.4419748184319119,0.467784788170564,0.0018100440165061897,0.00701267537826685,-0.00520263136176066,0.06548471526822558,0.2790686423658872,-0.2135839270976616,0.022945653370013756,0.27194387345254467,-0.24899822008253092
dpo_03,0.3,extra_quantity_or_missing_quantity,1409,24.176389842141386,0.6271008828956706,0.8258086458481193,-0.19870776295244874,0.004871501064584812,0.002062016323633783,0.002809484740951029,0.09733670120652946,0.15742631653655073,-0.06008961533002127,0.2706909176721079,0.014702999290276794,0.2559879183818311
dpo_03,0.3,missing_wrong_factual_knowledge,815,13.984214138641043,0.6051403263803681,0.8808863595092026,-0.2757460331288345,0.005513623312883436,0.004599954601226993,0.0009136687116564424,0.10027122576687116,0.09974065398773006,0.0005305717791410924,0.2890748122699387,0.014773006134969324,0.27430180613496935
dpo_03,0.3,misunderstanding_of_a_question,1671,28.671928620452984,0.5382823740275284,0.8790237342908439,-0.3407413602633155,0.0071435212447636155,0.0014272920406941951,0.005716229204069421,0.2355274422501496,0.09171842070616397,0.14380902154398562,0.21904664931178935,0.02783054458408139,0.19121610472770798
dpo_03,0.3,none_of_the_above,505,8.66506520247083,0.9057484257425743,0.43018594059405946,0.47556248514851485,0.0017952871287128713,0.00968839801980198,-0.007893110891089109,0.07045212277227723,0.3706814574257426,-0.30022933465346535,0.022004160396039602,0.18944421584158416,-0.16744005544554455
dpo_03,0.3,reached_correct_solution_but_proceeded_further,412,7.069320521619766,0.6552596480582525,0.7953116432038836,-0.14005199514563105,0.007556473300970873,0.003537779126213593,0.0040186941747572804,0.09191325242718448,0.18706628398058253,-0.09515303155339805,0.24527062864077667,0.014084332524271844,0.23118629611650482
dpo_03,0.3,unit_conversion_error,289,4.958819492107069,0.5207535121107267,0.9015057993079584,-0.38075228719723164,0.008807121107266436,0.0019471557093425605,0.006859965397923876,0.1470282422145329,0.08028453287197232,0.06674370934256058,0.3234111141868512,0.01626249134948097,0.3071486228373702
dpo_05,0.5,calculation_error_easily_solved_by_a_calculator,1213,12.480707891758412,0.9048705696619951,0.553150272877164,0.3517202967848311,0.0018290750206100578,0.006066673536685903,-0.004237598516075846,0.06959063808738665,0.2362754822753504,-0.16668484418796375,0.023709712283594395,0.20450758615004122,-0.18079787386644683
dpo_05,0.5,extra_quantity_or_missing_quantity,2350,24.179442329457764,0.7178740182978723,0.8214511421276596,-0.10357712382978723,0.003731145106382978,0.0020224965957446805,0.0017086485106382974,0.09007541872340426,0.16028203702127658,-0.07020661829787232,0.188319425106383,0.01624431914893617,0.17207510595744682
